beginning,letter,special,anti,kangaroo,"
joey",secondjoey,antijoey,"kangaroodefinition
","joeydefinition
",secondjoeydefinition,antijoeydefinition,,,,
0,E,not-special,no-anti,electrical,electric,0,0,(adj.) operating by or producing electricity.,"(adj.) of, worked by, charged with, or producing electricity.
(adj.) having or producing a sudden sense of thrilling excitement.",0,0,,,,
0,E,not-special,no-anti,empathetic,empathic,0,0,"(adj.) showing an ability to understand and share the feelings of another.
",(adj.) showing or giving emphasis; expressing something forcibly and clearly.,0,0,,,,
0,E,not-special,no-anti,encourage,urge,0,0,"(verb) give support, confidence, or hope to (someone).","(verb) try earnestly or persistently to persuade (someone) to do something.
(noun) a strong desire or impulse",0,0,,,,
0,E,not-special,no-anti,encumber,cumber,0,0,(verb) restrict or burden (someone or something) in such a way that free action or movement is difficult.,(verb) (dated) hamper or hinder (someone or something).,0,0,,,,
0,E,not-special,no-anti,"enjoyment
",joy,0,0,(noun) the state or process of taking pleasure in something.,(noun) a feeling of great pleasure and happiness.,0,0,,,,
0,E,not-special,no-anti,entwined,twined,0,0,(verb) wind or twist together; interweave.,(verb) cause to wind or spiral round something.,0,0,,,,
0,E,not-special,no-anti,equilateral,equal,0,0,(adj.) having all its sides of the same length.,"(adj.) being the same in quantity, size, degree, or value.",0,0,,,,
0,E,not-special,no-anti,equitable,equal,0,0,(adj.) fair and impartial.,"(adj.) being the same in quantity, size, degree, or value.",0,0,,,,
0,E,not-special,no-anti,eradicated,rid,0,0,"(verb) destroy completely; put an end to.
(adj.) (of a tree or plant) depicted with the roots exposed.",(verb) make someone or something free of (a troublesome or unwanted person or thing).,0,0,,,,
0,E,not-special,no-anti,evacuate,vacate,0,0,(verb) remove (someone) from a place of danger to a safer place.,(verb) leave (a place that one previously occupied).,0,0,,,,
0,E,not-special,no-anti,evaluation,valuation,0,0,"(noun) the making of a judgment about the amount, number, or value of something; assessment.","(noun) an estimation of something's worth, especially one carried out by a professional appraiser.",0,0,,,,
0,E,not-special,no-anti,eventuality,event,0,0,(noun) a possible event or outcome.,"(noun) a thing that happens, especially one of importance.",0,0,,,,
0,E,not-special,no-anti,evidenced,evinced,0,0,(verb) be or show evidence of.,(verb) (formal) reveal the presence of (a quality or feeling).,0,0,,,,
0,E,not-special,anti,exacerbate,0,0,abate,"(verb) make (a problem, bad situation, or negative feeling) worse.",0,0,"(verb) (of something perceived as hostile, threatening, or negative) become less intense or widespread.",,,,
0,E,not-special,no-anti,exhausted,used,0,0,(adj.) drained of one's physical or mental resources; very tired.,(adj.) having already been used.,0,0,,,,
0,E,not-special,no-anti,exhortatory,hortatory,0,0,(adj.) giving strong encouragement.,(adj.) tending or aiming to exhort.,0,0,,,,
0,E,not-special,no-anti,exists,is,0,0,(verb) have objective reality or being.,"third person singular present of be.
",0,0,,,,
0,E,not-special,no-anti,exploitative,exploitive,0,0,(adj.) making use of a situation or treating others unfairly in order to gain an advantage or benefit.,(adj.) making use of a situation or treating others unfairly in order to gain an advantage or benefit.,0,0,,,,
0,E,not-special,no-anti,exposition,expo,0,0,"(noun) a comprehensive description and explanation of an idea or theory.
(noun) a large public exhibition of art or trade goods.",(noun) a large exhibition.,0,0,,,,
0,E,not-special,no-anti,expurgate,purge,0,0,(verb) remove matter thought to be objectionable or unsuitable from (a book or account).,"(verb) rid (someone or something) of an unwanted quality, condition, or feeling.",0,0,,,,
lastE,E,not-special,no-anti,extraneous,extra,0,0,(adj.) irrelevant or unrelated to the subject being dealt with.,(adj.) added to an existing or usual amount or number.,0,0,,,,
firstF,F,not-special,both,fabrication,fiction,0,fact,"(noun) the action or process of manufacturing or inventing something.
","(noun) literature in the form of prose, especially short stories and novels, that describes imaginary events and people.",0,(noun) a thing that is known or proved to be true.,,,,
0,F,not-special,no-anti,facade,face,0,0,"(noun) the face of a building, especially the principal front that looks onto a street or open space.","(noun) the front part of a person's head from the forehead to the chin, or the corresponding part in an animal.",0,0,,,,
0,F,not-special,no-anti,factual,actual,0,0,(adj.) concerned with what is actually the case rather than interpretations of or reactions to it.,"(adj.) existing in fact; typically as contrasted with what was intended, expected, or believed.",0,0,,,,
0,F,not-special,no-anti,falsified,lied,0,0,(verb) alter (information or evidence) so as to mislead.,(verb) (of a thing) present a false impression; be deceptive.,0,0,,,,
0,F,not-special,no-anti,falsities,lies,0,0,"(noun) the fact of being untrue, incorrect, or insincere.",(verb) (of a thing) present a false impression; be deceptive.,0,0,,,,
0,F,not-special,no-anti,feast,eat,0,0,"(noun) a large meal, typically one in celebration of something.",(verb) put (food) into the mouth and chew and swallow it.,0,0,,,,
0,F,not-special,both,feasted,fed,ate,fast,"(verb) eat and drink sumptuously.
(verb) eat large quantities of.",past and past participle of feed.,past of eat.,"(verb) abstain from all or some kinds of food or drink, especially as a religious observance.",,,,
0,F,not-special,no-anti,felicitous,fit,0,0,(adj.) well chosen or suited to the circumstances.,"(adj.) of a suitable quality, standard, or type to meet the required purpose.",0,0,,,,
0,F,not-special,"anti
",female,0,0,"male
","(adj.) of or denoting the sex that can bear offspring or produce eggs, distinguished biologically by the production of gametes (ova) which can be fertilized by male gametes.",0,0,"(adj.) of or denoting the sex that produces small, typically motile gametes, especially spermatozoa, with which a female may be fertilized or inseminated to produce offspring.",,,,
0,F,not-special,no-anti,fraction,"ration
",0,0,"(noun) a numerical quantity that is not a whole number (e.g. 1/2, 0.5).
(noun) a small or tiny part, amount, or proportion of something. ","(noun) a fixed amount of a commodity officially allowed to each person during a time of shortage, as in wartime.
(verb) allow each person to have only a fixed amount of (a particular commodity).",0,0,,,,
0,F,"special
",no-anti,frangible,fragile,"frail
",0,(adj.) fragile; brittle.,(adj.) (of an object) easily broken or damaged.,(adj.) (of a person) weak and delicate.,0,,,,
lastF,F,not-special,yes,friend,0,0,fiend,"(noun) a person whom one knows and with whom one has a bond of mutual affection, typically exclusive of sexual or family relations.",0,0,(noun) a wicked or cruel person.,,,,
firstG,G,not-special,no-anti,grandiose,grand,0,0,"(adj.) impressive and imposing in appearance or style, especially pretentiously so.","(adj.) magnificent and imposing in appearance, size, or style.",0,0,,,,
0,G,not-special,no-anti,granulated,grated,0,0,(verb) form (something) into grains or particles.,(adj.) (of food) reduced to small shreds by being rubbed on a grater.,0,0,,,,
lastG,G,not-special,no-anti,gigantic,giant,0,0,"(adj.) of very great size or extent; huge or enormous.
",(noun) an imaginary or mythical being of human form but superhuman size.,0,0,,,,
firstH,H,not-special,no-anti,hedgerow,hedge,0,0,"(noun) a hedge of wild shrubs and trees, typically bordering a road or field.",(noun) a fence or boundary formed by closely growing bushes or shrubs.,0,0,,,,
0,H,not-special,no-anti,history,story,0,0,"(noun) the study of past events, particularly in human affairs.",(noun) an account of imaginary or real people and events told for entertainment.,0,0,,,,
0,H,not-special,no-anti,honorable,noble,0,0,(adj.) bringing or worthy of honor.,(adj.) belonging to a hereditary class with high social or political status; aristocratic.,0,0,,,,
0,H,not-special,no-anti,hostelry,hotel,0,0,(noun) (archaic) an inn.,"(noun) an establishment providing accommodations, meals, and other services for travelers and tourists.",0,0,,,,
0,H,not-special,no-anti,humankind,mankind,0,0,(noun) human beings considered collectively (used as a neutral alternative to “mankind”).,(noun) human beings considered collectively (used as a neutral alternative to “mankind”).,0,0,,,,
lastH,H,not-special,no-anti,hurries,hies,0,0,(verb) move or act with great haste.,(verb) (archaic) go quickly.,0,0,,,,
firstI,I,not-special,"anti
",iconoclast,0,0,icon,"(noun) a person who attacks cherished beliefs or institutions.
(noun) a destroyer of images used in religious worship.",0,0,"(noun) a person or thing regarded as a representative symbol or as worthy of veneration.
(noun) a painting of Jesus Christ or another holy figure used as an aid to devotion.

",,,,
0,I,not-special,no-anti,illuminated,lit,0,0,"(verb) light up.
(verb) help to clarify or explain ( a subject or matter).","(adj.) provided with light or lighting; illuminated.
(adj.) having been ignited; burning",0,0,,,,
0,I,not-special,no-anti,imaginary,airy,0,0,"(adj.) existing only in the imagination.
(mathematics) expressed in terms of the square root of a negative number (usually the square root of −1, represented by i or j ).","(adj.) giving an impression of being unconcerned or not serious, typically about something taken seriously by others.",0,0,,,,
0,I,not-special,no-anti,impair,mar,0,0,"(verb) weaken or damage something (especially a human faculty or function).
",(verb) impair the appearance of; disfigure.,0,0,,,,
0,I,not-special,no-anti,impassive,passive,0,0,"(adj.) not feeling or showing emotion.
","(adj.) accepting or allowing what happens or what others do, without active response or resistance.",0,0,,,,
0,I,not-special,no-anti,impertinent,pert,0,0,"(adj.) not showing proper respect; rude.
(formal) not pertinent to a particular matter; irrelevant.","(adj.) (of a girl or young woman) attractively lively or cheeky.
(of a young person or their speech or behavior) impudent.",0,0,,,,
0,I,not-special,no-anti,implicated,implied,0,0,(verb) show (someone) to be involved in a crime.,(adj.) suggested but not directly expressed; implicit.,0,0,,,,
0,I,not-special,no-anti,incapability,inability,0,0,"(adj.) the quality of not being capable - physically or intellectually or legally. incapableness. inability, unfitness.","(noun) the state of being unable to do something.
",0,0,,,,
0,I,not-special,no-anti,incriminate,criminate,0,0,(verb) make (someone) appear guilty of a crime or wrongdoing; strongly imply the guilt of (someone).,"(verb) to accuse, incriminate, impeach.",0,0,,,,
0,I,not-special,no-anti,indentation,dent,0,0,"(noun) the action of indenting or the state of being indented.
(noun) a deep recess or notch on the edge or surface of something","(noun) a slight hollow in a hard, even surface made by a blow or by the exertion of pressure.
(noun) a diminishing effect; a reduction",0,0,,,,
0,I,not-special,no-anti,indolent,idle,0,0,(adj.) wanting to avoid activity or exertion; lazy.,(adj.) (of a person) avoiding work; lazy.,0,0,,,,
0,I,not-special,no-anti,indefinitely,infinitely,0,0,"(adv.) for an unlimited or unspecified period of time.
",(adv.) to an infinite extent or amount; without limit.,0,0,,,,
0,I,not-special,no-anti,inflammable,flammable,0,0,(adj.) easily set on fire.,(adj.) easily set on fire.,0,0,,,,
0,I,not-special,no-anti,infuriated,irate,0,0,(verb) make (someone) extremely angry and impatient.,(adj.) feeling or characterized by great anger.,0,0,,,,
0,I,not-special,no-anti,inhabitable,habitable,0,0,(adj.) suitable to live in; habitable.,(adj.) suitable or good enough to live in.,0,0,,,,
0,I,not-special,no-anti,inheritable,heritable,0,0,(adj.) capable of being inherited.,"(adj.) (biology) (of a characteristic) transmissible from parent to offspring.
(law) (of property) capable of being inherited by heirs-at-law.",0,0,,,,
0,I,not-special,no-anti,inheritor,heir,0,0,(noun) a person who inherits something; an heir.,"(noun) a person legally entitled to the property or rank of another on that person's death.
(noun) a person inheriting and continuing the legacy of a predecessor.",0,0,,,,
0,I,not-special,no-anti,inhumane,inhuman,0,0,(adj.) without compassion for misery or suffering; cruel.,(adj.) lacking human qualities of compassion and mercy; cruel and barbaric.,0,0,,,,
0,I,not-special,no-anti,insignia,sign,0,0,"(noun) a badge or distinguishing mark of military rank, office, or membership of an organization; an official emblem.","(noun) an object, quality, or event whose presence or occurrence indicates the probable presence or occurrence of something else.",0,0,,,,
0,I,not-special,no-anti,instantaneous,instant,0,0,(adj.) occurring or done in an instant or instantly.,(adj.) happening or coming immediately.,0,0,,,,
0,I,not-special,no-anti,investigate,vet,0,0,"(verb) carry out a systematic or formal inquiry to discover and examine the facts of (an incident, allegation, etc.) so as to establish the truth.",(verb) make a careful and critical examination of (something).,0,0,,,,
0,I,not-special,no-anti,instructor,tutor,0,0,(noun) make a careful and critical examination of (something).,"(noun) a private teacher, typically one who teaches a single student or a very small group.",0,0,,,,
0,I,not-special,no-anti,interfuse,infuse,0,0,(verb) join or mix (two or more things) together.,"(verb) fill; pervade.
(verb) soak (tea, herbs, etc.) in liquid to extract the flavor or healing properties.",0,0,,,,
0,I,not-special,no-anti,intoxicate,toxic,0,0,"(verb) (of alcoholic drink or a drug) cause (someone) to lose control of their faculties or behavior.
(verb) excite or exhilarate",(adj.) poisonous,0,0,,,,
0,I,not-special,no-anti,invaluable,valuable,0,0,(adj.) extremely useful; indispensable.,(adj.) worth a great deal of money.,0,0,,,,
0,I,not-special,no-anti,irateness,ire,0,0,"(noun) violent or unrestrained anger: furor, fury, ire, rage, wrath, wrathfulness.",(noun) anger.,0,0,,,,
0,I,not-special,no-anti,irradiate,radiate,0,0,"(verb) expose to radiation.
(verb) illuminate (something) by or as if by shining light on it.","(verb) emit (energy, especially light or heat) in the form of rays or waves.",0,0,,,,
0,I,not-special,no-anti,irregardless,regardless,0,0,"(adj.) (adv.) regardless.

",(adv.) without paying attention to the present situation; despite the prevailing circumstances.,0,0,,,,
0,I,not-special,no-anti,irritated,irate,0,0,(adj.) showing or feeling slight anger; annoyed.,(adj.) feeling or characterized by great anger.,0,0,,,,
0,I,not-special,no-anti,islet,isle,0,0,(noun) a small island.,"(noun) an island or peninsula, especially a small one.",0,0,,,,
lastI,I,not-special,no-anti,isolated,"sole
",0,0,"(adj.) far away from other places, buildings, or people; remote.",(adj.) one and only.,0,0,,,,
firstJ,J,not-special,no-anti,jewellery,jewelry,0,0,"(noun) (British English) personal ornaments, such as necklaces, rings, or bracelets, that are typically made from or contain jewels and precious metal.","(noun) (American English) personal ornaments, such as necklaces, rings, or bracelets, that are typically made from or contain jewels and precious metal.",0,0,,,,
0,J,not-special,no-anti,joined,one,0,0,(verb) link; connect.,(number) single; just one as opposed to any more or to none at all (used for emphasis).,0,0,,,,
0,J,not-special,no-anti,jollity,joy,0,0,(noun) lively and cheerful activity or celebration.,(noun) a feeling of great pleasure and happiness.,0,0,,,,
lastJ,J,not-special,no-anti,joviality,joy,0,0,(adj.) feeling jolly and jovial and full of good humor.,(noun) a feeling of great pleasure and happiness.,0,0,,,,
firstK,K,not-special,no-anti,kindred,kin,0,0,"(noun) one's family and relations.
(adj.) similar in kind; related",(noun) one's family and relations.,0,0,,,,
firstL,L,not-special,no-anti,latest,last,0,0,(adj.) of most recent date,(adj.) coming after all others in time or order; final.,0,0,,,,
0,L,not-special,no-anti,lighted,lit,0,0,(adj.) provided with light or lighting; illuminated.,(verb) provided with light or lighting; illuminated.,0,0,,,,
lastL,L,not-special,no-anti,lymphosarcoma,lymphoma,0,0,(noun) the third most common cancer diagnosed in dogs. It is a cancer of lymphocytes (a type of blood cell) and lymphoid tissues.,(noun) cancer of the lymph nodes.,0,0,,,,
firstM,M,not-special,no-anti,malapert,pert,0,0,(adj.) boldly disrespectful to a person of higher standing.,"
(adj.) (of a girl or young woman) attractively lively or cheeky.
(of a young person or their speech or behavior) impudent.",0,0,,,,
0,M,not-special,no-anti,market,mart,0,0,"(noun) a regular gathering of people for the purchase and sale of provisions, livestock, and other commodities.",(noun) a trade center or market.,0,0,,,,
0,M,not-special,no-anti,masculine,male,0,0,"(adj.) having qualities or appearance traditionally associated with men, especially strength and aggressiveness.","(adj.) of or denoting the sex that produces small, typically motile gametes, especially spermatozoa, with which a female may be fertilized or inseminated to produce offspring.",0,0,,,,
0,M,not-special,no-anti,matches,mates,0,0,"(noun) a contest in which people or teams compete against each other in a particular sport
(noun) a person or thing able to contend with another as an equal in quality or strength.",(noun) a friend or companion.,0,0,,,,
0,M,not-special,anti,"melodious
",0,0,odious,"(adj.) of, producing, or having a pleasant tune; tuneful.",0,0,(adj.) extremely unpleasant; repulsive.,,,,
0,M,not-special,no-anti,middlemost,midmost,0,0,(adj.) being in the middle or nearest the middle,(adj.)(adv.) in the very middle or nearest the middle.,0,0,,,,
0,M,not-special,no-anti,midsection,midset,0,0,(noun) the middle part of something.,"(adv.) (music) in the middle of a set, in the middle of a gig.",0,0,,,,
0,M,not-special,no-anti,misinterpreted,erred,0,0,(verb) interpret (something or someone) wrongly.,(verb) (formal) be mistaken or incorrect; make a mistake.,0,0,,,,
0,M,not-special,no-anti,moisture,mist,0,0,"(noun) water or other liquid diffused in a small quantity as vapor, within a solid, or condensed on a surface.","(noun) a cloud of tiny water droplets suspended in the atmosphere at or near the earth's surface limiting visibility, but to a lesser extent than fog.",0,0,,,,
0,M,not-special,no-anti,municipality,city,0,0,(noun) a city or town that has corporate status and local government.,(noun) a large town.,0,0,,,,
lastM,M,not-special,no-anti,myself,me,0,0,(noun) used by a speaker to refer to himself or herself as the object of a verb or preposition when he or she is the subject of the clause.,(pronoun) used by a speaker to refer to himself or herself as the object of a verb or preposition.,0,0,,,,
firstN,N,not-special,no-anti,neckbeard,nerd,0,0,"(noun) (informal) a man who is socially inept and physically unappealing, especially one who has an obsessive interest in computing.",(noun) (informal) a foolish or contemptible person who lacks social skills or is boringly studious.,0,0,,,,
0,N,not-special,anti,negligently,0,0,gently,(adj.) a foolish or contemptible person who lacks social skills or is boringly studious.,0,0,"(adv.) with a mild, kind, or tender manner.",,,,
0,N,not-special,no-anti,neurotic,nut,0,0,"(adj.) having, caused by, or relating to neurosis.",(noun) a fruit consisting of a hard or tough shell around an edible kernel.,0,0,,,,
0,N,not-special,no-anti,newfangled,new,0,0,(adj.) different from what one is used to; objectionably new.,"(adj.) not existing before; made, introduced, or discovered recently or now for the first time.",0,0,,,,
0,N,not-special,no-anti,nodule,node,0,0,"(noun) a small swelling or aggregation of cells in the body, especially an abnormal one.",(noun) (technical) a point at which lines or pathways intersect or branch; a central or connecting point.,0,0,,,,
lastN,N,not-special,no-anti,nourished,nursed,0,0,"(verb) provide with the food or other substances necessary for growth, health, and good condition.",(verb) give medical and other attention to (a sick person).,0,0,,,,
firstO,O,not-special,no-anti,obligated,obliged,0,0,"(verb) bind or compel (someone), especially legally or morally.",(verb) make (someone) legally or morally bound to an action or course of action.,0,0,,,,
0,O,not-special,no-anti,obnoxious,noxious,0,0,(adj.) extremely unpleasant.,"(adj.) harmful, poisonous, or very unpleasant.",0,0,,,,
0,O,not-special,no-anti,observe,see,0,0,(verb) notice or perceive (something) and register it as being significant.,(verb) perceive with the eyes; discern visually.,0,0,,,,
0,O,not-special,no-anti,oldfangled,old,0,0,(adj.) characterized by adherence to what is old; old-fashioned.,(adj.) having lived for a long time; no longer young.,0,0,,,,
0,O,not-special,no-anti,omnibus,bus,0,0,"(noun) a bus.
(noun) a volume containing several novels or other items previously published separately.","(noun) a large motor vehicle carrying passengers by road, typically one serving the public on a fixed route and for a fare.",0,0,,,,
0,O,not-special,no-anti,ornamented,ornate,0,0,(verb) make (something) look more attractive by adding decorative items.,(adj.) made in an intricate shape or decorated with complex patterns.,0,0,,,,
lastO,O,not-special,no-anti,outspokenly,openly,0,0,(adv.) in an outspoken manner;,"(adv.) without concealment, deception, or prevarication, especially where these might be expected; frankly or honestly.",0,0,,,,
firstP,P,not-special,no-anti,pantaloons,pants,0,0,(noun) women's baggy trousers gathered at the ankles.,(noun) (North American) trousers.,0,0,,,,
0,P,not-special,no-anti,partially,partly,0,0,(adv.) only in part; to a limited extent.,(adv.) to some extent; not completely.,0,0,,,,
0,P,not-special,no-anti,pellucid,lucid,0,0,(adj.) (literary) translucently clear.,(adj.) expressed clearly; easy to understand.,0,0,,,,
0,P,not-special,no-anti,perambulate,ramble,amble,0,"(verb) (formal) walk or travel through or around a place or area, especially for pleasure and in a leisurely way.","(verb) walk for pleasure, typically without a definite route.","(verb) walk or move at a slow, relaxed pace.",0,,,,
0,P,not-special,no-anti,perdurable,durable,0,0,(adj.) (formal) enduring continuously; imperishable.,"(adj.) able to withstand wear, pressure, or damage; hard-wearing.",0,0,,,,
0,P,not-special,no-anti,perfervid,fervid,0,0,(adj.) (literary) intense and impassioned.,"(adj.) intensely enthusiastic or passionate, especially to an excessive degree.",0,0,,,,
0,P,not-special,no-anti,perorate,orate,0,0,(verb) (formal) speak at length.,"(verb) make a speech, especially pompously or at length.",0,0,,,,
0,P,not-special,no-anti,perimeter,rim,0,0,(noun) the continuous line forming the boundary of a closed geometric figure.,"(noun) the upper or outer edge of an object, typically something circular or approximately circular.",0,0,,,,
0,P,not-special,no-anti,personality,persona,0,0,(noun) the combination of characteristics or qualities that form an individual's distinctive character.,(noun) the aspect of someone's character that is presented to or perceived by others.,0,0,,,,
0,P,not-special,anti,pest,0,0,pet,"(noun) a destructive insect or other animal that attacks crops, food, livestock, etc.",0,0,(noun) a domestic or tamed animal kept for companionship or pleasure.,,,,
0,P,not-special,no-anti,plagiarist,liar,0,0,"(noun) (plural) one who plagiarizes; or lifts the words, writings, or ideas of another, and passes them off as his or her own.",(noun) a person who tells lies.,0,0,,,,
0,P,not-special,no-anti,platter,plate,0,0,"(noun) a large flat dish or plate, typically oval or circular in shape, used for serving food.","(noun) a flat dish, typically circular and made of china, from which food is eaten or served.",0,0,,,,
0,P,not-special,no-anti,playfellow,pal,0,0,(noun) a playmate.,(noun) (informal) a friend.,0,0,,,,
0,P,not-special,no-anti,plush,lush,0,0,"(noun) a rich fabric of silk, cotton, wool, or a combination of these, with a long, soft nap.","(adj.) (of vegetation) growing luxuriantly.
(adj.) very rich and providing great sensory pleasure.",0,0,,,,
0,P,not-special,no-anti,pinioned,pinned,0,0,(verb) tie or hold the arms or legs of (someone).,(verb) attach or fasten with a pin or pins in a specified position.,0,0,,,,
0,P,not-special,no-anti,postured,posed,0,0,(verb) behave in a way that is intended to impress or mislead.,"(verb) present or constitute (a problem, danger, or difficulty).
(verb) pretend to be (someone or something).
(verb) behave affectedly in order to impress others.",0,0,,,,
0,P,not-special,no-anti,practicable,practical,0,0,(adj.) able to be done or put into practice successfully.,"(adj.) of or concerned with the actual doing or use of something rather than with theory and ideas.
(adj.) likely to succeed or be effective in real circumstances; feasible.",0,0,,,,
0,P,not-special,no-anti,practitioner,"
actor
",0,0,"(noun) a person actively engaged in an art, discipline, or profession, especially medicine.","(noun) a person whose profession is acting on the stage, in movies, or on television.
(noun) a participant in an action or process.",0,0,,,,
0,P,not-special,no-anti,prattle,prate,0,0,(verb) talk at length in a foolish or inconsequential way.,(verb) talk foolishly or at tedious length about something.,0,0,,,,
0,P,not-special,no-anti,precipitation,rain,0,0,"(noun) the action or process of precipitating a substance from a solution.
(noun) rain, snow, sleet, or hail that falls to the ground.",(noun) moisture condensed from the atmosphere that falls visibly in separate drops,0,0,,,,
0,P,not-special,no-anti,predominant,dominant,0,0,(adj.) present as the strongest or main element.,"(adj.) most important, powerful, or influential.",0,0,,,,
0,P,not-special,no-anti,preeminent,eminent,0,0,(adj.) surpassing all others; very distinguished in some way.,(adj.) (of a person) famous and respected within a particular sphere or profession.,0,0,,,,
0,P,not-special,no-anti,prematurely,early,0,0,(adv.) before the due time; ahead of time.,(adj.) happening or done before the usual or expected time.,0,0,,,,
0,P,not-special,no-anti,primogenitor,progenitor,0,0,"(noun) an ancestor, especially the earliest ancestor of a people; a progenitor.","(noun) a person or thing from which a person, animal, or plant is descended or originates; an ancestor or parent.",0,0,,,,
0,P,not-special,no-anti,proffer,offer,0,0,(verb) hold out (something) to someone for acceptance; offer.,(verb) present or proffer (something) for (someone) to accept or reject as so desired.,0,0,,,,
0,P,not-special,no-anti,promenade,road,0,0,"(noun) a paved public walk, typically one along a waterfront at a resort.","(noun) a wide way leading from one place to another, especially one with a specially prepared surface which vehicles can use.",0,0,,,,
0,P,not-special,no-anti,proportionate,prorate,0,0,(adj.) corresponding in size or amount to something else.,"(verb) (North American) allocate, distribute, or assess pro rata.",0,0,,,,
0,P,not-special,no-anti,prosecute,sue,0,0,(verb) institute legal proceedings against (a person or organization).,"(verb) institute legal proceedings against (a person or institution), typically for redress.",0,0,,,,
0,P,not-special,anti,prudent,0,0,rude,(adj.) acting with or showing care and thought for the future.,0,0,(adj.) offensively impolite or ill-mannered.,,,,
lastP,P,not-special,anti,prurient,0,0,pure,(adj.) having or encouraging an excessive interest in sexual matters.,0,0,(adj.) not mixed or adulterated with any other substance or material.,,,,
firstQ,Q,not-special,no-anti,quagmire,quag,mire,0,"(noun) a soft boggy area of land that gives way underfoot.
(noun) an awkward, complex, or hazardous situation.",(noun) a marshy or boggy place.,(noun) a stretch of swampy or boggy ground.,0,,,,
0,Q,not-special,no-anti,quiescent,quiet,0,0,(adj.) in a state or period of inactivity or dormancy.,(adj.) making little or no noise.,0,0,,,,
lastQ,Q,not-special,no-anti,quintuplet,quintet,0,0,"(noun) each of five children born to the same mother at one birth.
(music) a group of five notes to be performed in the time of three or four.",(noun) a group of five people playing music or singing together.,0,0,,,,
firstR,R,not-special,no-anti,rambunctious,raucous,0,0,(adj.) (informal) uncontrollably exuberant; boisterous.,(adj.) making or constituting a disturbingly harsh and loud noise.,0,0,,,,
0,R,not-special,no-anti,rampage,rage,0,0,(verb) (especially of a large group of people) rush around in a violent and uncontrollable manner.,"(noun) violent, uncontrollable anger.",0,0,,,,
0,R,not-special,no-anti,ransack,sack,0,0,"(verb) go hurriedly through (a place) stealing things and causing damage.
",(verb) (informal) dismiss from employment.,0,0,,,,
0,R,not-special,no-anti,rapscallion,rascal,0,0,(noun) a mischievous person.,"(noun) a mischievous or cheeky person, especially a child or man (typically used in an affectionate way).",0,0,,,,
0,R,not-special,no-anti,ravaging,raging,0,0,(verb) cause severe and extensive damage to.,(adj.) showing violent uncontrollable anger.,0,0,,,,
0,R,not-special,no-anti,"recapitulate
",recap,0,0,(verb) summarize and state again the main points of.,(verb) (informal) state again as a summary; recapitulate.,0,0,,,,
0,R,not-special,no-anti,reconciliation,conciliation,0,0,(noun) the restoration of friendly relations.,"(noun) the action of stopping someone from being angry; placation.
",0,0,,,,
0,R,not-special,no-anti,recline,line,0,0,(verb) lean or lie back in a relaxed position with the back supported.,(noun) a contour or outline considered as a feature of design or composition.,0,0,,,,
0,R,not-special,anti,redoubtable,0,0,doubtable,"(adj.) (of a person) formidable, especially as an opponent.",0,0,(adj.) being uncertain or have a lack of conviction.,,,,
0,R,not-special,no-anti,refurbishment,refit,0,0,"(noun) the renovation and redecoration of something, especially a building.","(verb) replace or repair machinery, equipment, and fittings in (a ship, building, etc.).
(verb) a restoration or repair of machinery, equipment, or fittings.",0,0,,,,
0,R,not-special,no-anti,regulated,ruled,0,0,(verb) control or maintain the rate or speed of (a machine or process) so that it operates properly.,(verb) exercise ultimate power or authority over (an area and its people).,0,0,,,,
0,R,not-special,no-anti,reoccurence,recurrence,0,0,(noun) (informal) happening again but not always repeatedly.,(noun) the fact of occurring again.,0,0,,,,
0,R,not-special,no-anti,remorsefulness,rue,0,0,(adj.) filled with remorse; sorry.,(verb) bitterly regret (something one has done or allowed to happen).,0,0,,,,
0,R,not-special,anti,resigned,0,0,reigned,"(adj.) having accepted something unpleasant that one cannot do anything about.
(verb) give up (an office, power, privilege, etc.).",0,0,"(verb) hold royal office; rule as king or queen.
(verb) (of a quality or condition) prevail; predominate.",,,,
0,R,not-special,no-anti,resemblance,semblance,0,0,(noun) the state of resembling or being alike.,"(noun) the outward appearance or apparent form of something, especially when the reality is different.",0,0,,,,
0,R,not-special,no-anti,respite,rest,0,0,(noun) a short period of rest or relief from something difficult or unpleasant.,"(verb) cease work or movement in order to relax, refresh oneself, or recover strength.",0,0,,,,
0,R,not-special,no-anti,reticule,reticle,0,0,"(noun) a woman's small handbag, originally netted and typically having a drawstring and decorated with embroidery or beading.","(noun) a series of fine lines or fibers in the eyepiece of an optical device, such as a telescope or microscope, used as a measuring scale or an aid in locating objects",0,0,,,,
0,R,not-special,no-anti,retrogress,regress,0,0,"(verb) go back to an earlier state, typically a worse one.",(verb) return to a former or less developed state.,0,0,,,,
0,R,not-special,no-anti,revivified,revived,0,0,(verb) give new life or vigor to.,(verb) restore to life or consciousness.,0,0,,,,
0,R,not-special,both,revolution,revolt,0,evolution,"(noun) a forcible overthrow of a government or social order, in favor of a new system.","(verb) rise in rebellion.
(verb) cause to feel disgust",0,"(noun) the gradual development of something, especially from a simple to a more complex form.",,,,
0,R,not-special,no-anti,rigamarole,rigmarole,0,0,"(noun) a succession of confused, meaningless, or foolish statements.",(noun) a set of confused and meaningless statements.,0,0,,,,
